DATE,YEAR,MONTH,DAY,HOURS,MINS,MSAveryC01,MSUrisC01,MSAveryC02,MSButlerC01,MSKentC01,MSLehmanC01,MSNWCBC02,MSSociC01
2014-09-01T18:15:00,2014,9,1,18,15,0,0,0,0,0,0,1,0
2014-09-02T05:45:00,2014,9,2,5,45,0,0,0,1,0,0,0,0
2014-09-02T06:00:00,2014,9,2,6,0,0,0,0,2,0,0,0,0
2014-09-02T06:30:00,2014,9,2,6,30,0,0,0,1,0,0,0,0
2014-09-02T07:00:00,2014,9,2,7,0,0,0,0,2,0,0,0,0
2014-09-02T07:15:00,2014,9,2,7,15,0,0,0,2,0,0,0,0
2014-09-02T07:30:00,2014,9,2,7,30,0,0,0,8,0,0,0,0
2014-09-02T07:45:00,2014,9,2,7,45,0,0,0,2,0,0,0,0
2014-09-02T08:00:00,2014,9,2,8,0,1,1,0,12,0,0,0,0
2014-09-02T08:15:00,2014,9,2,8,15,0,20,0,15,0,0,0,0
2014-09-02T08:30:00,2014,9,2,8,30,1,22,1,25,0,0,0,0
2014-09-02T08:45:00,2014,9,2,8,45,0,21,0,34,1,0,0,0
2014-09-02T09:00:00,2014,9,2,9,0,0,21,6,75,2,7,12,0
2014-09-02T09:15:00,2014,9,2,9,15,0,13,11,105,7,20,29,0
2014-09-02T09:30:00,2014,9,2,9,30,0,24,9,120,7,24,28,0
2014-09-02T09:45:00,2014,9,2,9,45,0,29,17,104,14,30,30,0
2014-09-02T10:00:00,2014,9,2,10,0,1,42,15,144,11,30,38,2
2014-09-02T10:15:00,2014,9,2,10,15,0,40,14,187,17,29,35,13
2014-09-02T10:30:00,2014,9,2,10,30,2,35,22,134,13,22,32,8
2014-09-02T10:45:00,2014,9,2,10,45,1,78,23,118,9,43,32,9
2014-09-02T11:00:00,2014,9,2,11,0,0,66,22,119,17,36,33,11
2014-09-02T11:15:00,2014,9,2,11,15,1,58,29,127,18,36,26,7
2014-09-02T11:30:00,2014,9,2,11,30,1,60,12,160,27,30,54,12
2014-09-02T11:45:00,2014,9,2,11,45,1,62,18,183,12,42,48,11
2014-09-02T12:00:00,2014,9,2,12,0,0,71,21,138,7,37,28,11
2014-09-02T12:15:00,2014,9,2,12,15,1,69,21,126,12,24,25,14
2014-09-02T12:30:00,2014,9,2,12,30,0,75,20,115,16,30,48,11
2014-09-02T12:45:00,2014,9,2,12,45,1,101,19,140,16,40,26,13
2014-09-02T13:00:00,2014,9,2,13,0,0,95,29,180,30,44,38,10
2014-09-02T13:15:00,2014,9,2,13,15,1,116,25,203,11,42,55,7
2014-09-02T13:30:00,2014,9,2,13,30,2,133,23,172,15,40,47,10
2014-09-02T13:45:00,2014,9,2,13,45,0,128,35,176,15,52,32,18
2014-09-02T14:00:00,2014,9,2,14,0,2,90,28,173,13,44,43,12
2014-09-02T14:15:00,2014,9,2,14,15,0,108,20,213,19,36,44,9
2014-09-02T14:30:00,2014,9,2,14,30,0,76,33,157,20,39,98,13
2014-09-02T14:45:00,2014,9,2,14,45,2,69,27,190,18,40,81,12
2014-09-02T15:00:00,2014,9,2,15,0,0,55,23,156,12,40,47,9
2014-09-02T15:15:00,2014,9,2,15,15,1,86,21,155,17,27,51,21
2014-09-02T15:30:00,2014,9,2,15,30,0,58,23,175,27,45,66,25
2014-09-02T15:45:00,2014,9,2,15,45,1,64,26,132,22,33,44,12
2014-09-02T16:00:00,2014,9,2,16,0,0,108,21,173,23,34,57,11
2014-09-02T16:15:00,2014,9,2,16,15,0,124,28,210,25,49,47,7
2014-09-02T16:30:00,2014,9,2,16,30,5,78,21,149,16,38,38,5
2014-09-02T16:45:00,2014,9,2,16,45,0,48,14,128,17,26,36,9
2014-09-02T17:00:00,2014,9,2,17,0,2,52,10,138,12,26,39,10
2014-09-02T17:15:00,2014,9,2,17,15,1,47,0,112,14,18,30,7
2014-09-02T17:30:00,2014,9,2,17,30,1,52,0,122,15,31,40,8
2014-09-02T17:45:00,2014,9,2,17,45,1,74,0,142,8,17,38,10
2014-09-02T18:00:00,2014,9,2,18,0,1,47,0,109,12,36,19,5
2014-09-02T18:15:00,2014,9,2,18,15,0,42,0,87,5,22,27,7
2014-09-02T18:30:00,2014,9,2,18,30,0,28,0,91,5,12,21,5
2014-09-02T18:45:00,2014,9,2,18,45,0,26,0,80,6,8,15,4
2014-09-02T19:00:00,2014,9,2,19,0,0,18,0,89,11,14,26,4
2014-09-02T19:15:00,2014,9,2,19,15,0,30,0,124,9,5,19,4
2014-09-02T19:30:00,2014,9,2,19,30,0,34,0,93,2,3,18,3
2014-09-02T19:45:00,2014,9,2,19,45,0,24,0,94,7,22,13,5
2014-09-02T20:00:00,2014,9,2,20,0,0,16,0,87,7,11,18,1
2014-09-02T20:15:00,2014,9,2,20,15,0,17,0,71,12,22,9,1
2014-09-02T20:30:00,2014,9,2,20,30,0,22,0,86,6,9,7,2
2014-09-02T20:45:00,2014,9,2,20,45,0,14,0,79,4,12,18,0
2014-09-02T21:00:00,2014,9,2,21,0,0,18,0,65,5,6,12,1
2014-09-02T21:15:00,2014,9,2,21,15,0,12,0,76,0,5,13,0
2014-09-02T21:30:00,2014,9,2,21,30,0,9,0,67,5,2,15,0
2014-09-02T21:45:00,2014,9,2,21,45,0,12,0,53,2,6,14,0
2014-09-02T22:00:00,2014,9,2,22,0,0,8,0,43,2,8,8,0
2014-09-02T22:15:00,2014,9,2,22,15,0,1,0,63,0,1,6,0
2014-09-02T22:30:00,2014,9,2,22,30,0,4,0,22,0,2,6,0
2014-09-02T22:45:00,2014,9,2,22,45,0,3,0,35,0,1,2,0
2014-09-02T23:00:00,2014,9,2,23,0,0,7,0,27,0,0,1,0
2014-09-02T23:15:00,2014,9,2,23,15,0,5,0,20,0,1,0,0
2014-09-02T23:30:00,2014,9,2,23,30,0,4,0,10,0,0,0,0
2014-09-02T23:45:00,2014,9,2,23,45,0,2,0,9,0,1,0,0
2014-09-03T00:00:00,2014,9,3,0,0,0,0,0,17,0,0,0,0
2014-09-03T00:15:00,2014,9,3,0,15,0,1,0,12,0,0,0,0
2014-09-03T00:30:00,2014,9,3,0,30,0,0,0,6,0,0,0,0
2014-09-03T00:45:00,2014,9,3,0,45,0,0,0,5,0,0,0,0
2014-09-03T01:00:00,2014,9,3,1,0,0,0,0,4,0,0,0,0
2014-09-03T01:15:00,2014,9,3,1,15,0,0,0,2,0,0,0,0
2014-09-03T01:30:00,2014,9,3,1,30,0,0,0,3,0,0,0,0
2014-09-03T01:45:00,2014,9,3,1,45,0,0,0,2,0,0,0,0
2014-09-03T02:15:00,2014,9,3,2,15,0,0,0,3,0,0,0,0
2014-09-03T03:00:00,2014,9,3,3,0,0,0,0,1,0,0,0,0
2014-09-03T03:30:00,2014,9,3,3,30,0,0,0,1,0,0,0,0
2014-09-03T03:45:00,2014,9,3,3,45,0,0,0,1,0,0,0,0
2014-09-03T04:00:00,2014,9,3,4,0,0,0,0,1,0,0,0,0
2014-09-03T04:15:00,2014,9,3,4,15,0,0,0,1,0,0,0,0
2014-09-03T05:45:00,2014,9,3,5,45,0,0,0,5,0,0,0,0
2014-09-03T06:00:00,2014,9,3,6,0,0,0,0,6,0,0,0,0
2014-09-03T06:15:00,2014,9,3,6,15,0,0,0,2,0,0,0,0
2014-09-03T06:30:00,2014,9,3,6,30,0,0,0,8,0,0,0,0
2014-09-03T06:45:00,2014,9,3,6,45,0,0,0,2,0,0,0,0
2014-09-03T07:00:00,2014,9,3,7,0,0,0,0,6,0,0,0,0
2014-09-03T07:15:00,2014,9,3,7,15,0,0,0,9,0,0,0,0
2014-09-03T07:30:00,2014,9,3,7,30,0,0,0,13,0,0,0,0
2014-09-03T07:45:00,2014,9,3,7,45,0,0,0,14,0,0,0,0
2014-09-03T08:00:00,2014,9,3,8,0,0,0,0,15,0,0,0,0
2014-09-03T08:15:00,2014,9,3,8,15,0,9,0,25,0,0,0,0
2014-09-03T08:30:00,2014,9,3,8,30,0,11,1,33,0,0,0,0
2014-09-03T08:45:00,2014,9,3,8,45,0,29,0,46,1,0,0,0
2014-09-03T09:00:00,2014,9,3,9,0,0,20,4,91,1,8,15,0
2014-09-03T09:15:00,2014,9,3,9,15,1,16,9,104,10,15,22,0
2014-09-03T09:30:00,2014,9,3,9,30,0,16,15,93,17,13,20,0
2014-09-03T09:45:00,2014,9,3,9,45,1,22,14,100,10,11,29,0
2014-09-03T10:00:00,2014,9,3,10,0,1,43,15,137,16,16,37,1
2014-09-03T10:15:00,2014,9,3,10,15,0,43,20,156,12,25,36,7
2014-09-03T10:30:00,2014,9,3,10,30,2,48,18,109,15,24,34,10
2014-09-03T10:45:00,2014,9,3,10,45,0,104,26,109,7,44,32,5
2014-09-03T11:00:00,2014,9,3,11,0,0,61,20,134,14,38,51,6
2014-09-03T11:15:00,2014,9,3,11,15,2,53,22,158,17,50,47,7
2014-09-03T11:30:00,2014,9,3,11,30,1,58,18,143,20,29,23,11
2014-09-03T11:45:00,2014,9,3,11,45,0,53,22,169,28,23,53,11
2014-09-03T12:00:00,2014,9,3,12,0,0,51,20,137,12,27,33,20
2014-09-03T12:15:00,2014,9,3,12,15,0,48,20,127,12,33,28,16
2014-09-03T12:30:00,2014,9,3,12,30,2,123,14,152,11,26,40,11
2014-09-03T12:45:00,2014,9,3,12,45,1,105,26,179,19,36,41,30
2014-09-03T13:00:00,2014,9,3,13,0,0,70,27,188,16,39,38,22
2014-09-03T13:15:00,2014,9,3,13,15,1,188,39,182,15,51,63,17
2014-09-03T13:30:00,2014,9,3,13,30,0,61,23,173,17,33,45,25
2014-09-03T13:45:00,2014,9,3,13,45,2,56,24,169,19,45,30,11
2014-09-03T14:00:00,2014,9,3,14,0,0,69,22,182,15,36,50,12
2014-09-03T14:15:00,2014,9,3,14,15,2,111,24,185,17,51,53,9
2014-09-03T14:30:00,2014,9,3,14,30,2,88,17,186,21,46,69,8
2014-09-03T14:45:00,2014,9,3,14,45,0,55,17,204,17,33,60,10
2014-09-03T15:00:00,2014,9,3,15,0,1,63,16,139,15,38,43,8
2014-09-03T15:15:00,2014,9,3,15,15,2,57,23,169,22,26,42,9
2014-09-03T15:30:00,2014,9,3,15,30,0,50,30,139,14,37,38,8
2014-09-03T15:45:00,2014,9,3,15,45,1,51,17,143,12,46,30,6
2014-09-03T16:00:00,2014,9,3,16,0,3,152,19,170,29,45,48,14
2014-09-03T16:15:00,2014,9,3,16,15,2,111,34,207,29,72,61,13
2014-09-03T16:30:00,2014,9,3,16,30,1,45,19,130,17,45,25,11
2014-09-03T16:45:00,2014,9,3,16,45,0,71,21,113,13,38,21,10
2014-09-03T17:00:00,2014,9,3,17,0,0,51,17,117,16,21,25,9
2014-09-03T17:15:00,2014,9,3,17,15,0,49,20,106,12,28,20,6
2014-09-03T17:30:00,2014,9,3,17,30,0,56,14,126,15,20,30,10
2014-09-03T17:45:00,2014,9,3,17,45,1,107,12,171,13,27,35,7
2014-09-03T18:00:00,2014,9,3,18,0,0,56,18,18,6,28,22,10
2014-09-03T18:15:00,2014,9,3,18,15,1,40,16,0,7,26,22,19
2014-09-03T18:30:00,2014,9,3,18,30,0,32,9,0,3,13,15,8
2014-09-03T18:45:00,2014,9,3,18,45,0,26,7,0,5,13,14,3
2014-09-03T19:00:00,2014,9,3,19,0,0,30,8,0,4,11,24,3
2014-09-03T19:15:00,2014,9,3,19,15,1,34,8,0,7,13,18,2
2014-09-03T19:30:00,2014,9,3,19,30,0,28,4,0,8,12,15,1
2014-09-03T19:45:00,2014,9,3,19,45,0,36,6,0,8,15,24,3
2014-09-03T20:00:00,2014,9,3,20,0,0,39,7,0,12,9,28,10
2014-09-03T20:15:00,2014,9,3,20,15,0,27,5,0,5,9,18,5
2014-09-03T20:30:00,2014,9,3,20,30,0,27,4,0,3,15,13,3
2014-09-03T20:45:00,2014,9,3,20,45,0,24,0,0,1,7,16,0
2014-09-03T21:00:00,2014,9,3,21,0,0,13,0,0,5,6,14,3
2014-09-03T21:15:00,2014,9,3,21,15,0,12,0,0,3,14,11,1
2014-09-03T21:30:00,2014,9,3,21,30,0,16,0,0,1,13,10,0
2014-09-03T21:45:00,2014,9,3,21,45,0,8,0,0,2,10,13,0
2014-09-03T22:00:00,2014,9,3,22,0,0,14,0,0,1,4,9,0
2014-09-03T22:15:00,2014,9,3,22,15,0,7,0,0,0,0,2,0
2014-09-03T22:30:00,2014,9,3,22,30,0,6,0,0,0,5,1,0
2014-09-03T22:45:00,2014,9,3,22,45,0,5,0,0,1,4,1,0
2014-09-03T23:00:00,2014,9,3,23,0,0,9,0,0,0,0,1,0
2014-09-03T23:15:00,2014,9,3,23,15,0,2,0,0,0,0,0,0
2014-09-03T23:30:00,2014,9,3,23,30,0,4,0,0,0,0,0,0
2014-09-03T23:45:00,2014,9,3,23,45,0,1,0,0,0,0,0,0
2014-09-04T02:30:00,2014,9,4,2,30,0,0,0,0,0,0,1,0
2014-09-04T08:15:00,2014,9,4,8,15,0,16,0,0,0,0,0,0
2014-09-04T08:30:00,2014,9,4,8,30,0,14,1,0,0,0,0,0
2014-09-04T08:45:00,2014,9,4,8,45,0,29,0,0,1,0,0,0
2014-09-04T09:00:00,2014,9,4,9,0,0,22,2,0,0,7,15,0
2014-09-04T09:15:00,2014,9,4,9,15,1,13,16,0,6,15,22,0
2014-09-04T09:30:00,2014,9,4,9,30,0,18,9,0,5,25,24,0
2014-09-04T09:45:00,2014,9,4,9,45,1,24,15,0,14,19,29,0
2014-09-04T10:00:00,2014,9,4,10,0,1,30,17,15,15,31,30,0
2014-09-04T10:15:00,2014,9,4,10,15,0,39,10,151,11,50,35,7
2014-09-04T10:30:00,2014,9,4,10,30,0,35,30,93,8,30,25,6
2014-09-04T10:45:00,2014,9,4,10,45,0,114,17,107,10,29,23,5
2014-09-04T11:00:00,2014,9,4,11,0,2,68,19,124,15,28,41,10
2014-09-04T11:15:00,2014,9,4,11,15,1,47,22,106,16,30,22,5
2014-09-04T11:30:00,2014,9,4,11,30,0,44,23,130,20,23,40,7
2014-09-04T11:45:00,2014,9,4,11,45,1,57,26,173,19,39,48,7
2014-09-04T12:00:00,2014,9,4,12,0,1,64,15,141,12,25,36,6
2014-09-04T12:15:00,2014,9,4,12,15,1,66,28,132,11,28,32,16
2014-09-04T12:30:00,2014,9,4,12,30,1,110,26,130,19,18,48,10
2014-09-04T12:45:00,2014,9,4,12,45,2,110,22,158,20,29,37,13
2014-09-04T13:00:00,2014,9,4,13,0,0,119,20,154,20,35,47,14
2014-09-04T13:15:00,2014,9,4,13,15,1,125,30,219,20,34,49,21
2014-09-04T13:30:00,2014,9,4,13,30,2,135,25,132,16,41,49,19
2014-09-04T13:45:00,2014,9,4,13,45,3,136,38,157,21,40,29,8
2014-09-04T14:00:00,2014,9,4,14,0,0,129,19,154,21,57,32,13
2014-09-04T14:15:00,2014,9,4,14,15,0,140,24,162,20,40,59,7
2014-09-04T14:30:00,2014,9,4,14,30,0,67,42,165,21,39,45,6
2014-09-04T14:45:00,2014,9,4,14,45,1,69,30,204,25,30,95,9
2014-09-04T15:00:00,2014,9,4,15,0,1,62,32,146,16,23,62,6
2014-09-04T15:15:00,2014,9,4,15,15,1,62,33,128,23,31,35,9
2014-09-04T15:30:00,2014,9,4,15,30,3,58,27,148,16,27,51,13
2014-09-04T15:45:00,2014,9,4,15,45,2,86,26,141,13,44,31,6
2014-09-04T16:00:00,2014,9,4,16,0,1,135,29,158,23,48,50,10
2014-09-04T16:15:00,2014,9,4,16,15,1,118,21,210,19,56,62,14
2014-09-04T16:30:00,2014,9,4,16,30,2,72,23,117,8,38,31,9
2014-09-04T16:45:00,2014,9,4,16,45,0,65,16,116,7,23,28,9
2014-09-04T17:00:00,2014,9,4,17,0,1,60,13,90,14,38,30,10
2014-09-04T17:15:00,2014,9,4,17,15,0,59,19,71,12,27,30,6
2014-09-04T17:30:00,2014,9,4,17,30,1,54,15,93,13,31,41,3
2014-09-04T17:45:00,2014,9,4,17,45,1,70,12,131,16,14,43,7
2014-09-04T18:00:00,2014,9,4,18,0,1,39,7,83,5,21,17,5
2014-09-04T18:15:00,2014,9,4,18,15,2,48,8,80,6,18,18,7
2014-09-04T18:30:00,2014,9,4,18,30,0,22,8,79,4,29,20,7
2014-09-04T18:45:00,2014,9,4,18,45,0,33,9,53,6,11,20,3
2014-09-04T19:00:00,2014,9,4,19,0,0,34,9,64,1,19,22,3
2014-09-04T19:15:00,2014,9,4,19,15,0,31,9,62,1,9,18,1
2014-09-04T19:30:00,2014,9,4,19,30,0,29,7,50,4,10,8,2
2014-09-04T19:45:00,2014,9,4,19,45,0,11,2,72,2,12,16,1
2014-09-04T20:00:00,2014,9,4,20,0,0,12,8,74,7,12,13,2
2014-09-04T20:15:00,2014,9,4,20,15,0,10,2,83,4,10,9,7
2014-09-04T20:30:00,2014,9,4,20,30,0,11,9,81,6,11,8,4
2014-09-04T20:45:00,2014,9,4,20,45,0,11,1,64,3,8,8,0
2014-09-04T21:00:00,2014,9,4,21,0,0,13,0,61,5,6,14,0
2014-09-04T21:15:00,2014,9,4,21,15,0,10,0,61,0,4,12,0
2014-09-04T21:30:00,2014,9,4,21,30,0,6,0,42,6,5,6,0
2014-09-04T21:45:00,2014,9,4,21,45,0,8,0,43,2,6,8,0
2014-09-04T22:00:00,2014,9,4,22,0,0,3,0,45,2,4,4,0
2014-09-04T22:15:00,2014,9,4,22,15,0,0,0,22,1,2,4,0
2014-09-04T22:30:00,2014,9,4,22,30,0,0,1,21,0,5,3,0
2014-09-04T22:45:00,2014,9,4,22,45,0,0,0,15,1,0,4,0
2014-09-04T23:00:00,2014,9,4,23,0,0,0,0,27,0,2,0,0
2014-09-04T23:15:00,2014,9,4,23,15,0,0,0,25,0,0,0,0
2014-09-04T23:30:00,2014,9,4,23,30,0,0,0,14,0,0,0,0
2014-09-04T23:45:00,2014,9,4,23,45,0,0,0,12,0,0,0,0
2014-09-05T00:00:00,2014,9,5,0,0,0,0,0,7,0,0,0,0
2014-09-05T00:15:00,2014,9,5,0,15,0,0,0,17,0,0,0,0
2014-09-05T00:30:00,2014,9,5,0,30,0,0,0,11,0,0,0,0
2014-09-05T00:45:00,2014,9,5,0,45,0,0,0,10,0,0,0,0
2014-09-05T01:00:00,2014,9,5,1,0,0,0,0,12,0,0,0,0
2014-09-05T01:15:00,2014,9,5,1,15,0,0,0,3,0,0,0,0
2014-09-05T01:30:00,2014,9,5,1,30,0,0,0,9,0,0,0,0
2014-09-05T01:45:00,2014,9,5,1,45,0,0,0,2,0,0,0,0
2014-09-05T02:00:00,2014,9,5,2,0,0,0,0,3,0,0,0,0
2014-09-05T02:15:00,2014,9,5,2,15,0,0,0,6,0,0,0,0
2014-09-05T02:30:00,2014,9,5,2,30,0,0,0,2,0,0,0,0
2014-09-05T02:45:00,2014,9,5,2,45,0,0,0,1,0,0,0,0
2014-09-05T03:00:00,2014,9,5,3,0,0,0,0,2,0,0,0,0
2014-09-05T03:15:00,2014,9,5,3,15,0,0,0,1,0,0,0,0
2014-09-05T03:30:00,2014,9,5,3,30,0,0,0,3,0,0,0,0
2014-09-05T03:45:00,2014,9,5,3,45,0,0,0,2,0,0,0,0
2014-09-05T04:30:00,2014,9,5,4,30,0,0,0,1,0,0,0,0
2014-09-05T04:45:00,2014,9,5,4,45,0,0,0,1,0,0,0,0
2014-09-05T05:00:00,2014,9,5,5,0,0,0,0,1,0,0,0,0
2014-09-05T05:45:00,2014,9,5,5,45,0,0,0,5,0,0,0,0
2014-09-05T06:00:00,2014,9,5,6,0,0,0,0,6,0,0,0,0
2014-09-05T06:15:00,2014,9,5,6,15,0,0,0,3,0,0,0,0
2014-09-05T06:30:00,2014,9,5,6,30,0,0,0,3,0,0,0,0
2014-09-05T06:45:00,2014,9,5,6,45,0,0,0,3,0,0,0,0
2014-09-05T07:00:00,2014,9,5,7,0,0,0,0,3,0,0,0,0
2014-09-05T07:15:00,2014,9,5,7,15,0,0,0,5,0,0,0,0
2014-09-05T07:30:00,2014,9,5,7,30,0,0,0,8,0,0,0,0
2014-09-05T07:45:00,2014,9,5,7,45,0,0,0,8,0,0,0,0
2014-09-05T08:00:00,2014,9,5,8,0,0,0,0,17,0,0,0,0
2014-09-05T08:15:00,2014,9,5,8,15,0,7,0,21,0,0,0,0
2014-09-05T08:30:00,2014,9,5,8,30,1,3,1,31,0,1,0,0
2014-09-05T08:45:00,2014,9,5,8,45,0,15,0,50,1,0,0,0
2014-09-05T09:00:00,2014,9,5,9,0,0,9,6,80,3,10,7,0
2014-09-05T09:15:00,2014,9,5,9,15,0,25,11,79,8,21,24,0
2014-09-05T09:30:00,2014,9,5,9,30,1,27,15,81,9,15,23,0
2014-09-05T09:45:00,2014,9,5,9,45,2,24,16,88,3,18,14,0
2014-09-05T10:00:00,2014,9,5,10,0,1,34,14,119,9,11,22,2
2014-09-05T10:15:00,2014,9,5,10,15,2,33,14,120,9,27,22,9
2014-09-05T10:30:00,2014,9,5,10,30,0,52,14,86,16,15,27,3
2014-09-05T10:45:00,2014,9,5,10,45,1,36,14,131,6,10,31,3
2014-09-05T11:00:00,2014,9,5,11,0,1,29,13,110,7,20,23,7
2014-09-05T11:15:00,2014,9,5,11,15,1,38,7,95,7,29,27,2
2014-09-05T11:30:00,2014,9,5,11,30,0,29,11,112,9,23,19,4
2014-09-05T11:45:00,2014,9,5,11,45,0,35,12,116,7,29,23,6
2014-09-05T12:00:00,2014,9,5,12,0,0,57,19,115,10,22,15,2
2014-09-05T12:15:00,2014,9,5,12,15,1,46,11,101,10,36,20,6
2014-09-05T12:30:00,2014,9,5,12,30,1,118,16,117,17,19,20,2
2014-09-05T12:45:00,2014,9,5,12,45,0,143,15,148,11,22,20,5
2014-09-05T13:00:00,2014,9,5,13,0,1,97,21,121,13,17,32,6
2014-09-05T13:15:00,2014,9,5,13,15,2,77,23,162,10,27,26,2
2014-09-05T13:30:00,2014,9,5,13,30,0,100,36,149,22,38,29,6
2014-09-05T13:45:00,2014,9,5,13,45,2,74,12,165,13,34,42,9
2014-09-05T14:00:00,2014,9,5,14,0,0,71,23,160,12,23,40,7
2014-09-05T14:15:00,2014,9,5,14,15,1,49,21,160,13,31,40,2
2014-09-05T14:30:00,2014,9,5,14,30,0,40,27,181,12,20,29,5
2014-09-05T14:45:00,2014,9,5,14,45,0,54,15,142,10,30,35,5
2014-09-05T15:00:00,2014,9,5,15,0,2,44,16,151,11,29,29,5
2014-09-05T15:15:00,2014,9,5,15,15,1,46,19,158,18,20,35,5
2014-09-05T15:30:00,2014,9,5,15,30,0,36,18,114,17,30,17,10
2014-09-05T15:45:00,2014,9,5,15,45,2,49,13,147,17,22,41,4
2014-09-05T16:00:00,2014,9,5,16,0,1,58,13,151,15,16,26,5
2014-09-05T16:15:00,2014,9,5,16,15,1,54,14,157,11,27,31,5
2014-09-05T16:30:00,2014,9,5,16,30,3,50,14,97,10,21,37,5
2014-09-05T16:45:00,2014,9,5,16,45,0,44,8,101,3,35,27,10
2014-09-05T17:00:00,2014,9,5,17,0,3,47,6,106,5,20,23,5
2014-09-05T17:15:00,2014,9,5,17,15,2,37,0,109,8,10,23,3
2014-09-05T17:30:00,2014,9,5,17,30,0,30,0,80,10,10,25,4
2014-09-05T17:45:00,2014,9,5,17,45,1,58,0,76,7,8,33,3
2014-09-05T18:00:00,2014,9,5,18,0,1,29,0,80,9,10,16,1
2014-09-05T18:15:00,2014,9,5,18,15,0,16,0,57,6,4,12,0
2014-09-05T18:30:00,2014,9,5,18,30,0,22,0,51,8,7,14,0
2014-09-05T18:45:00,2014,9,5,18,45,0,13,0,45,4,6,11,0
2014-09-05T19:00:00,2014,9,5,19,0,0,13,0,47,1,3,12,0
2014-09-05T19:15:00,2014,9,5,19,15,0,12,0,70,0,0,8,0
2014-09-05T19:30:00,2014,9,5,19,30,0,11,0,63,1,0,8,0
2014-09-05T19:45:00,2014,9,5,19,45,0,6,0,57,0,0,5,0
2014-09-05T20:00:00,2014,9,5,20,0,0,8,0,51,1,0,15,0
2014-09-05T20:15:00,2014,9,5,20,15,0,8,0,43,0,0,11,0
2014-09-05T20:30:00,2014,9,5,20,30,0,3,0,38,0,0,10,0
2014-09-05T20:45:00,2014,9,5,20,45,0,8,0,34,0,0,8,0
2014-09-05T21:00:00,2014,9,5,21,0,0,1,0,35,0,0,8,0
2014-09-05T21:15:00,2014,9,5,21,15,0,1,0,21,0,0,9,0
2014-09-05T21:30:00,2014,9,5,21,30,0,0,0,24,0,0,4,0
2014-09-05T21:45:00,2014,9,5,21,45,0,0,0,23,0,0,5,0
2014-09-05T22:00:00,2014,9,5,22,0,0,0,0,17,0,0,0,0
2014-09-05T22:15:00,2014,9,5,22,15,0,0,0,21,0,0,2,0
2014-09-05T22:30:00,2014,9,5,22,30,0,0,0,13,0,0,3,0
2014-09-05T22:45:00,2014,9,5,22,45,0,0,0,19,0,0,3,0
2014-09-05T23:00:00,2014,9,5,23,0,0,0,0,12,0,0,2,0
2014-09-05T23:15:00,2014,9,5,23,15,0,0,0,6,0,0,4,0
2014-09-05T23:30:00,2014,9,5,23,30,0,0,0,9,0,0,1,0
2014-09-05T23:45:00,2014,9,5,23,45,0,0,0,13,0,0,0,0
2014-09-06T00:00:00,2014,9,6,0,0,0,0,0,10,0,0,0,0
2014-09-06T00:15:00,2014,9,6,0,15,0,0,0,7,0,0,1,0
2014-09-06T00:30:00,2014,9,6,0,30,0,0,0,17,0,0,2,0
2014-09-06T00:45:00,2014,9,6,0,45,0,0,0,6,0,0,1,0
2014-09-06T01:00:00,2014,9,6,1,0,0,0,0,6,0,0,1,0
2014-09-06T01:15:00,2014,9,6,1,15,0,0,0,4,0,0,0,0
2014-09-06T01:30:00,2014,9,6,1,30,0,0,0,6,0,0,0,0
2014-09-06T01:45:00,2014,9,6,1,45,0,0,0,7,0,0,0,0
2014-09-06T02:00:00,2014,9,6,2,0,0,0,0,7,0,0,0,0
2014-09-06T02:15:00,2014,9,6,2,15,0,0,0,5,0,0,0,0
2014-09-06T02:30:00,2014,9,6,2,30,0,0,0,4,0,0,0,0
2014-09-06T02:45:00,2014,9,6,2,45,0,0,0,2,0,0,0,0
2014-09-06T03:15:00,2014,9,6,3,15,0,0,0,3,0,0,0,0
2014-09-06T03:30:00,2014,9,6,3,30,0,0,0,1,0,0,0,0
2014-09-06T05:00:00,2014,9,6,5,0,0,0,0,2,0,0,0,0
2014-09-06T05:30:00,2014,9,6,5,30,0,0,0,2,0,0,0,0
2014-09-06T05:45:00,2014,9,6,5,45,0,0,0,4,0,0,0,0
2014-09-06T06:30:00,2014,9,6,6,30,0,0,0,2,0,0,0,0
2014-09-06T07:00:00,2014,9,6,7,0,0,0,0,1,0,0,0,0
2014-09-06T07:30:00,2014,9,6,7,30,0,0,0,4,0,0,0,0
2014-09-06T07:45:00,2014,9,6,7,45,0,0,0,4,0,0,0,0
2014-09-06T08:00:00,2014,9,6,8,0,0,0,1,4,0,0,0,0
2014-09-06T08:15:00,2014,9,6,8,15,0,0,0,7,0,0,0,0
2014-09-06T08:30:00,2014,9,6,8,30,0,0,0,13,0,0,0,0
2014-09-06T08:45:00,2014,9,6,8,45,0,0,0,11,0,0,0,0
2014-09-06T09:00:00,2014,9,6,9,0,0,0,0,13,0,0,0,0
2014-09-06T09:15:00,2014,9,6,9,15,0,0,0,24,0,0,0,0
2014-09-06T09:30:00,2014,9,6,9,30,0,0,0,22,0,0,0,0
2014-09-06T09:45:00,2014,9,6,9,45,0,0,0,30,0,0,0,0
2014-09-06T10:00:00,2014,9,6,10,0,0,1,0,47,0,3,0,0
2014-09-06T10:15:00,2014,9,6,10,15,0,12,0,33,0,5,0,1
2014-09-06T10:30:00,2014,9,6,10,30,0,11,0,46,0,12,0,0
